state,item_name,rasa,virya,vipaka,dosha_impact,effect_on_agni,best_use_case
Manipur,Khutak,"Bitter, Amla",Ushna,Katu,Pitta,Enhances appetite,As a side dish
Manipur,Makhel,"Pungent, Bitter",Ushna,Katu,Kapha,Aids in digestion,Mixed vegetable dish
Manipur,Bamboo Shoot Curry,"Amla, Shita",Ushna,Katu,Pitta,Enhances digestion,With steamed rice
Manipur,Pui,Bitter,Ushna,Katu,"Kapha, Vata",Stimulates appetite,In salads
Manipur,Wari,Amla,Ushna,Madhura,Pitta,Promotes healthy digestion,As a side with rice
Manipur,Triphal,"Amla, Katu",Ushna,Katu,Kapha,Enhances appetite,As a digestive tonic
Manipur,Eromba,"Madhura, Amla",Ushna,Madhura,Vata-Pitta,Increases Agni,As a side dish with rice
Manipur,Singju,"Amla, Katu",Ushna,Amla,Vata-Kapha,Promotes digestion,As a salad or accompaniment
Manipur,Chakhao Kheer,Madhura,Sheeta,Madhura,Vata-Kapha,Balancing for weak Agni,As a dessert
Manipur,Kangshoi,"Amla, Katu",Ushna,Amla,Pitta-Vata,Stimulates Agni,As a light soup
Manipur,Pakora,"Madhura, Katu",Ushna,Madhura,Vata-Kapha,Stimulating,As a snack
Manipur,Khar,"Amla, Katu",Ushna,Amla,Pitta-Vata,Enhances digestion,As a main dish with rice
Manipur,Chakhao,Madhura,Ushna,Madhura,Vata-Kapha,Enhances metabolism,As a rice alternative
Manipur,Nongkrem Biryani,Madhura,Ushna,Madhura,Vata-Pitta,Strengthens Agni,As a festive dish
Manipur,Bai Wara,"Katu, Amla",Ushna,Amla,Pitta-Vata,Strengthens digestive fire,As an accompaniment
Manipur,Muri,Madhura,Ushna,Madhura,Vata-Kapha,Light and easy to digest,As a snack or breakfast
Manipur,Tamla,Amla,Ushna,Amla,Pitta-Vata,Improves digestion,As a chutney
Manipur,Kangnung,"Katu, Madhura",Ushna,Madhura,Vata-Pitta,Stimulates Agni,As a side dish with rice
Manipur,Pitha,Madhura,Ushna,Madhura,Vata-Kapha,Helps in digestion,As a snack or breakfast
Manipur,Masan,"Katu, Amla",Ushna,Amla,Pitta-Vata,Enhances appetite,As a main course
Manipur,Ooti,"Bitter, Amla",Ushna,Amla,Pitta-Vata,Stimulates Agni,As a main dish
Manipur,Bhaji,"Katu, Madhura",Ushna,Madhura,Vata-Kapha,Promotes healthy digestion,As a snack or appetizer
Manipur,Chakhao Rice,Madhura,Ushna,Madhura,Vata-Kapha,Balanced nutrient source,As a staple food
Manipur,Anaba,"Katu, Amla",Ushna,Amla,Pitta-Vata,Enhances digestive power,As a condiment
Manipur,Kongshang,"Bitter, Pungent",Ushna,Amla,Pitta-Kapha,Clears digestion,As a main course
Manipur,Nongthong,"Bitter, Amla",Ushna,Amla,Pitta-Vata,Improves appetite,As a main vegetable dish
Manipur,Chhura,"Madhura, Amla",Ushna,Madhura,Vata-Kapha,Light and easy to digest,As a breakfast option
Manipur,Heikru,Bitter,Ushna,Amla,Pitta-Vata,Clears digestive tract,As a vegetable side dish
Manipur,Eromba,"Madhura, Amla",Ushna,Madhura,Balancing for Vata and Pitta,Stimulating,As a hearty meal with rice
Manipur,Singju,"Amla, Katu",Ushna,Amla,Balances Kapha,Enhancing,As a salad or side dish
Manipur,Chakhao Kheer,Madhura,Ushna,Madhura,Balancing for Vata and Pitta,Soothing,As a dessert
Manipur,Kangsoi,"Amla, Katu",Ushna,Amla,Balances Kapha,Stimulating,As a stew with vegetables
Manipur,Alu Kangshoi,"Madhura, Amla",Ushna,Madhura,Balancing for Vata,Moderate,With rice for a simple meal
Manipur,Moi Baan,"Katu, Amla",Ushna,Amla,Balances Kapha,Stimulating,As a side dish with rice
Manipur,Thukpa,Ushna,Ushna,Madhura,Balancing for Vata,Enhancing,As a meal during cold weather
Manipur,Fulkopi,"Amla, Madhura",Ushna,Madhura,Balances Vata and Kapha,Soothing,As a curry accompaniment
Manipur,Kangshoi with Yam,"Amla, Katu",Ushna,Amla,Balances Kapha,Enhancing,As a nutritious stew
Manipur,Wangoi,"Amla, Katu",Ushna,Amla,Balances Kapha,Stimulating,As a tangy salad
Manipur,Luwang,Katu,Ushna,Katu,Balancing for Vata,Stimulating,In recipes as a spice
Manipur,Black Rice,Madhura,Ushna,Madhura,Balancing for Vata and Pitta,Moderate,As a main dish or for desserts
Manipur,Chakhao,Madhura,Ushna,Madhura,Balancing for Vata,Soothing,As a staple grain
Manipur,Khar,"Amla, Katu",Ushna,Amla,Balances Kapha,Enhancing,In main dishes
Manipur,Pani Kukhur,"Amla, Katu",Ushna,Amla,Balances Kapha,Stimulating,As a spicy salad
Manipur,Ngari,Amla,Ushna,Amla,Balances Kapha,Enhancing,In preparation of sauces
Manipur,Sikha,Madhura,Ushna,Madhura,Balancing for Vata,Soothing,As a side dish with rice
Manipur,Tongba,Katu,Ushna,Katu,Balancing for Pitta,Stimulating,As a refreshing drink
Manipur,Ooti,"Madhura, Amla",Ushna,Madhura,Balancing for Vata,Soothing,With rice or bread
Manipur,Lai Haraoba,"Madhura, Katu",Ushna,Madhura,Balancing for Vata and Kapha,Moderate,As a festive dish
Manipur,Naga Rice,Madhura,Ushna,Madhura,Balancing for Vata and Pitta,Soothing,As staple food
Manipur,Eromba,"Bitter, Salty",Heating,Pungent,Kapha-pacifying,Stimulating,As a side dish with rice
Manipur,Singju,"Bitter, Pungent",Cooling,Pungent,Pitta-pacifying,Balancing,As a salad with local greens
Manipur,Aloo Bukhara (Dry Plum),"Sweet, Sour",Cooling,Sweet,Vata-pacifying,Soothing,As a sweet snack or dessert
Manipur,Kangshoi,"Salty, Bitter",Heating,Salty,Kapha-pacifying,Stimulating,As a broth with vegetables
Manipur,Khar,"Bitter, Pungent",Heating,Pungent,Kapha-pacifying,Stimulating,As a unique gravy with rice
Manipur,Thukpa,"Salty, Spicy",Heating,Spicy,Pitta-pacifying,Agni-enhancing,As a warming soup
Manipur,Nongdeng,"Sweet, Sour",Heating,Sweet,Vata-pacifying,Balancing,As a tangy vegetable dish
Manipur,Chakhao Kheer,Sweet,Cooling,Sweet,Kapha-increasing,Nourishing,As a dessert
Manipur,Morok Metpa,"Spicy, Bitter",Heating,Pungent,Kapha-pacifying,Stimulating,As a spicy condiment
Manipur,Bamboo Shoot Curry,"Bitter, Salty",Heating,Salty,Kapha-pacifying,Agni-enhancing,As a main course with rice
Manipur,Khao Khou,"Sour, Spicy",Heating,Spicy,Pitta-pacifying,Stimulating,As a tangy snack
Manipur,Wangoi,"Pungent, Bitter",Heating,Pungent,Kapha-pacifying,Stimulating,As a side dish
Manipur,Macher Shorty,"Bitter, Salty",Heating,Salty,Pitta-pacifying,Stimulating,As a flavor enhancer
Manipur,Ooti,"Bitter, Pungent",Heating,Pungent,Kapha-pacifying,Agni-enhancing,As a main course with rice
Manipur,Yongchak Salad,"Bitter, Pungent",Heating,Pungent,Kapha-pacifying,Stimulating,As a fresh appetizer
Manipur,Pori,Sweet,Cooling,Sweet,Kapha-increasing,Nourishing,As a snack or tea-time treat
Manipur,Lokta,"Salty, Sweet",Heating,Sweet,Kapha-increasing,Nourishing,As a side dish with rice
Manipur,Hao,"Pungent, Bitter",Heating,Pungent,Kapha-pacifying,Stimulating,As a flavorful accompaniment
Manipur,Thangjam Parboiled Rice,Sweet,Neutral,Sweet,Balancing,Nourishing,As a staple food
Manipur,Owini,"Bitter, Spicy",Heating,Pungent,Kapha-pacifying,Agni-enhancing,As a spicy side dish
Manipur,Bamboo Shoot Pickle,"Bitter, Spicy",Heating,Pungent,Pitta-pacifying,Stimulating,As a condiment with meals
Manipur,Naga Rice,"Sweet, Salty",Neutral,Sweet,Balancing,Nourishing,As a staple food
Manipur,Khamba,"Bitter, Spicy",Heating,Pungent,Kapha-pacifying,Agni-enhancing,As a snack or appetizer
Manipur,Butter Bean Curry,"Sweet, Pungent",Heating,Sweet,Vata-pacifying,Stimulating,As a main course with rice
Manipur,Pukhlein,"Sweet, Sour",Cooling,Sweet,Kapha-increasing,Nourishing,As a snack or dessert
Meghalaya,Khar,Bitter,Cooling,Sweet,Balances Vata and Pitta,Mildly stimulates,Digestive disorders
Meghalaya,Jadoh,Salty,Heating,Sweet,Balances Kapha,Stimulates,Nourishing meal
Meghalaya,Pukhlein,Sweet,Neutral,Sweet,Balances all doshas,Enhances,Energizing snacks
Meghalaya,Tungtap,Pungent,Heating,Pungent,Balances Kapha,Stimulates,Appetite stimulation
Meghalaya,Dohneiiong,Spicy,Heating,Pungent,Balances Kapha and Vata,Enhances,Enhancing flavor in dishes
Meghalaya,Bamboo Shoot Curry,Sour,Cooling,Pungent,Balances Pitta,Stimulates,Summer dish
Meghalaya,Kappa,Sweet,Cooling,Sweet,Balances Pitta and Vata,Mildly enhances,Comfort food
Meghalaya,Shira,Sweet,Cooling,Sweet,Balances Vata and Pitta,Mildly enhances,Breakfast dish
Meghalaya,Vegetable Pakora,Salty,Heating,Pungent,Balances Vata,Stimulates,Tea-time snack
Meghalaya,Khar Sakh,Bitter,Cooling,Sweet,Balances Vata,Mildly stimulates,Detox dish
Meghalaya,Aloo Pitika,Sweet,Heating,Sweet,Balances Vata and Kapha,Enhances,Side dish
Meghalaya,Green Bean Curry,Bitter,Cooling,Sweet,Balances Pitta,Enhances,Healthy meal
Meghalaya,Rohdoh,Starchy,Neutral,Sweet,Balances all doshas,Mildly supports,Staple food
Meghalaya,Kharu,Sour,Cooling,Pungent,Balances Pitta,Stimulates,Summer curry
Meghalaya,Chura,Sweet,Neutral,Sweet,Balances all doshas,Supports,Snack option
Meghalaya,Bamboo Shoot Salad,Sour,Cooling,Pungent,Balances Pitta,Stimulates,Refreshing dish
Meghalaya,Umsang,Salty,Heating,Pungent,Balances Vata and Kapha,Enhances,Side dish
Meghalaya,Pepper Rice,Pungent,Heating,Pungent,Balances Vata,Stimulates,Main dish
Meghalaya,Pitha,Sweet,Cooling,Sweet,Balances all doshas,Supports,Festival food
Meghalaya,Singhada,Bitter,Cooling,Sweet,Balances Vata,Mildly stimulates,Healthy snack
Meghalaya,Sesame Rice,Nutty,Heating,Sweet,Balances Vata and Kapha,Enhances,Comforting meal
Meghalaya,Rizong,Bitter,Cooling,Sweet,Balances Pitta,Mildly stimulates,Detox dish
Meghalaya,Jadoh,Uda,Shita,Madhura,Balancing for Vata and Pitta,Agni enhancing,Main course with vegetables
Meghalaya,Tungrymbai,"Katu, Amala",Ushna,Katu,Balancing for Kapha,Agni enhancing,As a side dish
Meghalaya,Pukhlein,Madhura,Ushna,Madhura,Balancing for Vata,Agni enhancing,Snack or dessert
Meghalaya,Bamboo Shoot Curry,"Katu, Amala",Ushna,Katu,Balancing for Vata,Agni enhancing,Main course with rice
Meghalaya,Khasi Meat Curry (Vegetarian Variant with Mushroom),"Uda, Katu",Ushna,Katu,Balancing for Vata,Agni enhancing,Main course
Meghalaya,Khar (Vegetarian Variant),"Katu, Amala",Ushna,Katu,Balancing for Kapha,Agni enhancing,Side dish with rice
Meghalaya,Sai Cooking with Fenugreek Leaves,"Katu, Amala",Ushna,Katu,Balancing for Kapha,Agni enhancing,Main course with rice
Meghalaya,Bamboo Shoot Salad,"Katu, Amala",Shita,Madhura,Balancing for Pitta,Mildly enhancing,Cold appetizer
Meghalaya,Laitram,"Amala, Madhura",Ushna,Madhura,Balancing for Vata,Agni enhancing,Main dish
Meghalaya,Rui (Pumpkin) Curry,Madhura,Shita,Madhura,Balancing for Pitta and Vata,Mildly enhancing,Main course
Meghalaya,Jharna,Uda,Shita,Madhura,Balancing for Vata,Agni enhancing,Accompaniment to rice
Meghalaya,Dohneiiong (Vegetarian Version),"Katu, Amala",Ushna,Katu,Balancing for Vata,Agni enhancing,Main course
Meghalaya,Black Sesame Seed Chutney,"Katu, Amala",Ushna,Katu,Balancing for Kapha,Mildly enhancing,Condiment
Meghalaya,Sohmynkhar,Uda,Ushna,Madhura,Balancing for Vata,Agni enhancing,Snacks or appetizers
Meghalaya,Bamboo Shoot Stew,"Katu, Amala",Shita,Madhura,Balancing for Kapha,Mildly enhancing,Main dish with rice
Meghalaya,Lentil Soup (Dal),Madhura,Ushna,Madhura,Balancing for Vata and Pitta,Agni enhancing,Main course
Meghalaya,Wild Greens Fry,"Katu, Amala",Ushna,Katu,Balancing for Vata,Agni enhancing,Side dish
Meghalaya,Masoor Dal (Red Lentil),Madhura,Ushna,Madhura,Balancing for Vata and Pitta,Agni enhancing,Main course with rice
Meghalaya,Cabbage with Mustard Oil,Katu,Ushna,Katu,Balancing for Kapha,Agni enhancing,Main course
Meghalaya,Vegetable Pitha,"Sweet, Sour",Shita,Madhura,Balancing for Vata,Mildly enhancing,Snack or breakfast
Meghalaya,Wangbuh,Katu,Ushna,Katu,Balancing for Kapha,Agni enhancing,Side dish with rice
Meghalaya,Pukhlein,Sweet,Heating,Sweet,Balances Vata and Kapha,Enhances digestion,Snack or tea-time companion
Meghalaya,Tungrymbai,Savory,Neutral,Pungent,Balances Vata and Pitta,Stimulates digestion,"Main dish, paired with rice"
Meghalaya,Nongkrem,Bittersweet,Heating,Sweet,Balances Vata,Enhances digestive fire,Festive occasions
Meghalaya,Khar,Astringent,Cooling,Pungent,Balances Pitta and Kapha,Moderates digestion,Traditional delicacy
Meghalaya,Dohneiiong,Savory,Heating,Pungent,Increases Pitta,Enhances digestion,Special meal with rice
Meghalaya,Sohmynken,Sweet,Cooling,Sweet,Balances Vata and Kapha,Supports digestion,Dessert or snack
Meghalaya,Jadoh,Savory,Heating,Pungent,Increases Pitta,Enhances digestive fire,Central dish of a meal
Meghalaya,Bai,Bitter,Cooling,Bitter,Balances Pitta and Kapha,Moderates digestion,Vegetable side dish
Meghalaya,Khar with Raw Papaya,Astringent,Cooling,Pungent,Balances Pitta,Supports digestive health,Healthy accompaniment
Meghalaya,Kerala,Savory,Heating,Pungent,Balances Vata,Enhances appetite,Main serving with rice
Meghalaya,Khasi Pulao,Savory,Heating,Pungent,Balances Vata and Kapha,Boosts digestive fire,Special occasion meal
Meghalaya,Vegetable Lentil Soup,Savory,Neutral,Pungent,Balances all doshas,Stimulates digestion,Warm comfort food
Meghalaya,Masor Tenga (Vegetarian Version),Sour,Cooling,Sour,Balances Kapha and Pitta,Enhances digestive juices,Tart side dish
Meghalaya,Sesame Salad,Nutty,Heating,Sweet,Balances Vata and Kapha,Supports digestion,Cold appetizer or salad
Meghalaya,Fried Rice,Savory,Heating,Pungent,Increases Pitta,Enhances fire,Quick meal option
Meghalaya,Wild Ferns Stir-Fry,Bitter,Cooling,Bitter,Balances Pitta,Moderates digestion,Nutritious side dish
Meghalaya,Pumpkin Curry,Sweet,Heating,Sweet,Balances Vata,Enhances appetite,Main dish
Meghalaya,Pickled Radish,Sour,Neutral,Pungent,Balances Kapha,Stimulates digestion,Accompaniment
Meghalaya,Pineapple Curry,Sweet,Cooling,Sweet,Balances Vata and Pitta,Aids in digestion,Tropical flavor dish
Meghalaya,Spinach and Mustard Greens Tamala,Bitter,Cooling,Bitter,Balances Kapha,Moderates digestion,Nutritious side dish
Meghalaya,Banana Flower Curry,Savory,Heating,Pungent,Increases Vata,Stimulates appetite,Vegetable main course
Meghalaya,Cauliflower and Potato Mash,Savory,Heating,Pungent,Increases Pitta,Enhances digestive fire,Side dish
Meghalaya,Lentil Salad,Savory,Neutral,Pungent,Balances Vata and Kapha,Supports digestion,Healthy appetizer or side
Meghalaya,Jadoh,"Madhura, Amla",Ushna,Madhura,"Increases Kapha, Balances Vata",Improves Agni,Main meal for sustenance
Meghalaya,Dohneiiong,"Amla, Tikta",Ushna,Amla,"Balances Pitta, Increases Vata",Moderate,Side dish with rice
Meghalaya,Pukhlein,Madhura,Ushna,Madhura,Balancing for all doshas,Strengthens Agni,Tea-time snack
Meghalaya,Khar,"Amla, Salty",Ushna,Amla,Increases Pitta,Enhances Agni,Main dish with rice
Meghalaya,Tungrymbai,"Bitter, Astringent",Ushna,Amla,"Balances Kapha, Increases Vata",Improves Agni,As a condiment
Meghalaya,Sohmynken,Madhura,Ushna,Madhura,Balancing,Strengthens Agni,Filler in meals
Meghalaya,Bamboo Shoot Curry,"Amla, Tikta",Ushna,Amla,Balances Pitta,Enhances Agni,With rice or as side
Meghalaya,Kharang Kor,"Salty, Amla",Ushna,Madhura,Increases Pitta,Improves Agni,Traditional feast dish
Meghalaya,Bamboo Shoot Salad,"Amla, Katu",Ushna,Amla,"Balances Pitta, Increases Vata",Moderate,Refreshing starter
Meghalaya,Koh Saba,"Bitter, Salty",Ushna,Amla,Brings balance,Enhances Agni,Flavorful side dish
Meghalaya,Khasi Pulao,Madhura,Ushna,Madhura,Balancing,Improves Agni,Comfort food
Meghalaya,Methi Khar,"Bitter, Salty",Ushna,Amla,"Balances Kapha, Increases Vata",Enhances Agni,As a main dish
Meghalaya,Veg Pakora,"Katu, Madhura",Ushna,Madhura,Balances Vata,Improves Agni,Snacks during rainy season
Meghalaya,Patan,"Madhura, Katu",Ushna,Madhura,Balances all doshas,Strengthens Agni,Breakfast dish
Meghalaya,Vegetable Thali,"Madhura, Salty",Ushna,Madhura,Balancing,Improves Agni,Complete meal
Meghalaya,Dal Khichdi,Madhura,Ushna,Madhura,Balances Vata and Pitta,Strengthens Agni,Comfort food for sick
Meghalaya,Ucker,"Madhura, Amla",Ushna,Madhura,Balancing,Improves Agni,Starter during festivals
Meghalaya,Ginger Tea,Katu,Ushna,Katu,Increases Pitta,Enhances Agni,Health tonic
Meghalaya,Pineapple Salsa,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Strengthens Agni,Accompaniment to main dishes
Meghalaya,Masoor Dal,Madhura,Ushna,Madhura,Balances Vata,Enhances Agni,Protein source for meals
Meghalaya,Mint Chutney,"Katu, Amla",Ushna,Madhura,Balances Kapha,Improves Agni,Accompaniment to snacks
Meghalaya,Pumpkin Soup,"Madhura, Amla",Ushna,Madhura,Balances Vata,Improves Agni,Warm starter
Meghalaya,Vegetable Samosa,"Katu, Madhura",Ushna,Madhura,Balances Vata and Kapha,Strengthens Agni,Popular snack
Meghalaya,Chura,Madhura,Ushna,Madhura,Balancing,Enhances Agni,Quick breakfast
Mizoram,Bai,"Bitter, Pungent",Heating,Sweet,"Pacifies Kapha, Increases Pitta",Stimulates Appetite,Vegetable dish with rice
Mizoram,Masat,"Salty, Pungent",Heating,Pungent,"Pacifies Vata, Increases Pitta",Enhances Digestion,Traditional side dish with main meals
Mizoram,Puan,"Sweet, Salty",Neutral,Sweet,Balances All Doshas,Nourishing,Traditional bread served with curries
Mizoram,Kohru,"Bitter, Astringent",Cooling,Sweet,"Pacifies Pitta, Increases Kapha",Balancing,Leafy vegetable dish
Mizoram,Bai Wok,"Bitter, Pungent",Heating,Sweet,"Pacifies Vata, Increases Pitta",Stimulates Digestive Fire,Stir-fried leafy greens
Mizoram,Ngari,"Pungent, Salty",Heating,Pungent,"Pacifies Vata, Increases Pitta",Enhances Digestive Fire,Fermented fish extract used in vegetarian style
Mizoram,Sak,"Sweet, Salty",Neutral,Sweet,Balances Pitta and Kapha,Nourishing,Mixed vegetable preparation
Mizoram,Dahlia,"Sweet, Astringent",Cooling,Sweet,"Pacifies Pitta, Balances Kapha",Soothing,Porridge type dish for breakfast
Mizoram,Kohru Vang,"Bitter, Astringent",Neutral,Sweet,Balances all doshas,Strengthening,Vegetable gravy with rice
Mizoram,Zawngtin,"Bitter, Pungent",Heating,Pungent,Increases Pitta,Stimulating,Raw salad with spices
Mizoram,Sekang,"Bitter, Pungent",Heating,Pungent,Increases Pitta,Enhances Digestion,Traditional soup with vegetables
Mizoram,Chuhna,"Bitter, Astringent",Cooling,Sweet,Balances Pitta,Cooling,Side dish with rice
Mizoram,Khaw-tha,"Savory, Salty",Neutral,Sweet,Balances Pitta and Vata,Nourishing,Dumplings with vegetables
Mizoram,Fang,"Sweet, Salty",Neutral,Sweet,Balances Vata and Kapha,Grounding,Sweet dish made from rice flour
Mizoram,Bai Khai,Bitter,Heating,Pungent,Increases Pitta,High digestive fire,Spicy dry vegetable preparation
Mizoram,Bai Lon,"Pungent, Bitter",Heating,Pungent,Increases Pitta,Stimulates Appetite,Stir-fired greens with spices
Mizoram,Vang Pathi,"Salty, Bitter",Heating,Pungent,Increases Pitta,Enhances Digestion,Vegetable casserole with rice
Mizoram,Kawthar,"Sweet, Salty",Heating,Sweet,Balances Pitta,Strengthening,Curry-like preparations with rice
Mizoram,Pui,"Bitter, Salty",Heating,Pungent,Increases Pitta,Stimulating,Traditional salad with rice
Mizoram,Wuai,Bitter,Heating,Sweet,"Pacifies Vata, Increases Pitta",High digestive fire,Bitter greens served as a side dish
Mizoram,Tlau,"Pungent, Salty",Heating,Pungent,Increases Pitta,Enhances Appetite,Spicy vegetable preparation
Mizoram,Chumthang,"Bitter, Pungent",Heating,Pungent,Increases Pitta,Stimulating,Spicy soup with vegetables
Mizoram,Tlanglah,"Sweet, Bitter",Neutral,Sweet,Balances All Doshas,Nourishing,Traditional stew with assorted vegetables
Mizoram,Bai,"Bitter, Pungent",Cooling,Sweet,"Pacifies Pitta, Vata",Enhances Agni,Used in digestion issues
Mizoram,Dawtab,"Salty, Pungent",Heating,Pungent,"Pacifies Vata, Increases Pitta",Strongly enhances Agni,In cold climate for warmth
Mizoram,Pawmpuh,"Sweet, Sour",Neutral,Sweet,Balances all doshas,Mildly boosts Agni,Served in traditional meals
Mizoram,Kahthang,"Bitter, Astringent",Cooling,Sweet,"Pacifies Pitta, Vata",Moderate for digestive issues,In salads and side dishes
Mizoram,Zawngtah,"Sweet, Sour",Neutral,Sweet,Balances Kapha,Enhances Agni,Great in snacks
Mizoram,Lai Hawa,"Pungent, Bitter",Heating,Pungent,"Increases Vata, Pacifies Kapha",Strongly enhances Agni,Increases appetite
Mizoram,Mohinga,"Salty, Bitter",Heating,Pungent,Pacifies Vata,Strongly supports Agni,In spicy dishes
Mizoram,Tuira,"Bitter, Astringent",Cooling,Sweet,Balances Pitta,Moderate enhancer,In curries
Mizoram,Bawngkawn,"Sweet, Salty",Heating,Sweet,Pacifies Vata and Kapha,Enhances Agni,In festive cooking
Mizoram,Fakham,"Bitter, Astringent",Neutral,Sweet,Pacifies Pitta,Does not disturb Agni,In detoxifying meals
Mizoram,Zingkhai,"Pungent, Sweet",Heating,Pungent,Increases Pitta,Significantly enhances Agni,In snacks
Mizoram,Rai,"Sweet, Salty",Heating,Sweet,Balances Vata,Mildly boosts Agni,In traditional salads
Mizoram,Saim,"Sour, Salty",Heating,Sweet,Increases Kapha,Moderate support for Agni,In comfort dishes
Mizoram,Tlanglam,"Bitter, Pungent",Cooling,Sweet,Pacifies Vata and Pitta,Enhances digestion,In light curries
Mizoram,Seula,"Pungent, Sweet",Heating,Pungent,Increases Pitta,Significantly enhances Agni,Used in main courses
Mizoram,Pawhky,"Sweet, Bitter",Cooling,Sweet,Balances Vata,Mildly enhances Agni,In vegetarian meals
Mizoram,Kyawol,"Astringent, Pungent",Heating,Pungent,Increases Vata,Strongly enhances Agni,In savory dishes
Mizoram,Vankhar,"Sweet, Astringent",Neutral,Sweet,Balances all doshas,Moderate for digestion,In salads and light meals
Mizoram,Thiar,"Bitter, Sweet",Cooling,Sweet,Pacifies Pitta,Enhances Agni,In rich dishes
Mizoram,Chhakhlik,"Bitter, Pungent",Heating,Pungent,Increases Kapha,Strongly enhances Agni,In hearty meals
Mizoram,Khua,"Salty, Sour",Heating,Pungent,Increases Pitta,Mild support for Agni,In savory snacks
Mizoram,Noih,"Sweet, Bitter",Cooling,Sweet,Pacifies Vata,Enhances Agni,In refreshing dishes
Mizoram,Bai,"Bitter, Astringent",Cooling,Sweet,"Pacifies Pitta, Vata",Moderate,For detoxification and reducing inflammation
Mizoram,Zawlbuk,"Sour, Salty",Heating,Pungent,Pitta increasing,Stimulating,For enhancing appetite and reducing kapha
Mizoram,Palak Thali,"Bitter, Sweet",Cooling,Sweet,"Pacifies Pitta, Vata",Mild,For nourishing and detoxifying the body
Mizoram,Mizo Paan,Sweet,Neutral,Sweet,Balancing,Soothing,As a mouth freshener and appetite stimulator
Mizoram,Khawchii,"Sweet, Salty",Cooling,Sweet,"Pacifies Vata, Pitta",Soothing,For hydration and energy replenishment
Mizoram,Vawksa Rep,Bittersweet,Cooling,Pungent,Balancing,Moderate,For improving digestive health
Mizoram,Thali Saibai,"Salty, Sour",Heating,Sweet,Increases Pitta,Stimulating,For increasing energy levels and digestion
Mizoram,Nangru,"Bitter, Spicy",Heating,Pungent,Increases Pitta and Vata,High,For boosting metabolism
Mizoram,Tui Misa,Sweet,Cooling,Sweet,Balancing,Calming,For relaxation and gentle nourishment
Mizoram,Mizo Theega,"Sour, Astringent",Cooling,Pungent,Balances Pitta,Moderate,For maintaining hydration and digestion
Mizoram,Komi,Bitter,Cooling,Sweet,Pacifies Pitta,Soothing,For managing body heat and detoxifying
Mizoram,Nui Khar,"Sweet, Salty",Heating,Sweet,Pacifies Vata,Stimulating,For increasing vitality
Mizoram,Bai Faan,"Spicy, Salty",Heating,Pungent,Increases Pitta,High,For enhancing digestion
Mizoram,Khelom,"Salty, Sweet",Cooling,Sweet,Balancing,Moderate,For calming the stomach
Mizoram,Bai Kham,Bitter,Cooling,Pungent,Pacifies Pitta,Soothing,For alleviating heat-related conditions
Mizoram,Sangchiu,"Sweet, Sour",Cooling,Sweet,"Pacifies Pitta, Vata",Mild,For hydration and nutrition
Mizoram,Khichu,Sweet,Cooling,Sweet,Balancing,Soothing,For light meals and digestion
Mizoram,Vawkhlawh,"Sweet, Astringent",Cooling,Sweet,Balancing,Moderate,For nourishment and improving immunity
Mizoram,Misi,Savory,Heating,Pungent,Increases Pitta,High,For enhancing energy and metabolic processes
Mizoram,Knua,"Bitter, Astringent",Cooling,Sweet,"Pacifies Pitta, Vata",Moderate,For detoxification
Mizoram,Balar Kham,"Sweet, Salty",Heating,Pungent,Increases Kapha,Stimulating,For improving appetite
Mizoram,Choi,"Sweet, Sour",Cooling,Sweet,Balancing,Mild,For balancing doshas
Mizoram,Bai,"Bitter, Pungent",Cooling,Sweet,Pacifies Vata and Pitta,Stimulates Agni,Used as a side dish to enhance appetite
Mizoram,Awan Pa,"Sweet, Sour",Heating,Sweet,Pacifies Vata and Kapha,Moderate impact on Agni,Served with rice for a nutritious meal
Mizoram,Makham,"Pungent, Bitter",Heating,Pungent,Pacifies Vata,Enhances Agni,Used in curries to add flavor
Mizoram,Holtak,"Sweet, Salty",Heating,Sweet,Balances all doshas,Stimulates Agni,Great for snacks or light dinner
Mizoram,Chhangban,Sweet,Heating,Sweet,Balances Vata and Kapha,Supports Agni,Popular during festivities
Mizoram,Bai Nuh,"Bitter, Sour",Cooling,Bitter,Pacifies Pitta,Aids digestion,Served as a salad
Mizoram,Zawngtah,"Sweet, Bitter",Cooling,Pungent,Pacifies Pitta,Regulates Agni,Served with rice or as a salad
Mizoram,Kawtchuk,"Bitter, Pungent",Heating,Pungent,Pacifies Kapha,Stimulates Agni,Used in stews
Mizoram,Vawng,"Bitter, Astringent",Cooling,Astringent,Pacifies Pitta,Aids in digestion,Used in soups
Mizoram,Chamul,"Sweet, Sour",Cooling,Sweet,Balances all doshas,Gently supports Agni,Great for afternoon snacks
Mizoram,Pawng Beer,"Sweet, Sour",Heating,Sweet,Pacifies Vata and Kapha,Enhances Agni,Traditional drink during meals
Mizoram,Nawng,"Sweet, Salty",Heating,Sweet,Balances Vata,Stimulates Agni,Side dish to rice
Mizoram,Phuitlang,"Bitter, Astringent",Cooling,Astringent,Pacifies Pitta,Aids digestion,Salad preparation
Mizoram,Saroi,"Bitter, Pungent",Heating,Pungent,Pacifies Kapha,Enhances Agni,Used in lentil soups
Mizoram,Khamhang,"Bitter, Sweet",Cooling,Sweet,Balances all doshas,Moderate impact on Agni,Accompaniment with rice
